// fs=100 nSamples=955
// frame=world
// origFName=data/neura-sparse01/rawimu/S02-Trial-Walk-1
// idx=1120,2074
ori_1,ori_2,ori_3,ori_4,acc_1,acc_2,acc_3,gyr_1,gyr_2,gyr_3,mag_1,mag_2,mag_3
0.203567,-0.585296,-0.508857,-0.59754,10.133655,-1.782495,-1.058614,0.625643,-0.910222,-1.660421,0.795898,0.320557,-0.588623
0.199309,-0.583387,-0.516192,-0.594543,9.959365,-2.085508,-1.004204,0.763165,-0.848522,-1.43922,0.797852,0.32959,-0.595703
0.196248,-0.581665,-0.523078,-0.59122,9.683156,-2.143472,-0.711736,0.872211,-0.767285,-1.206945,0.794922,0.347412,-0.605713
0.194251,-0.580299,-0.529207,-0.587758,9.535484,-2.20192,-0.55319,0.910442,-0.684488,-0.955799,0.794434,0.358398,-0.62207
0.193166,-0.57942,-0.534331,-0.584337,9.396331,-2.458952,-0.264872,0.871642,-0.601439,-0.677045,0.791748,0.367432,-0.62915
0.192932,-0.579205,-0.538268,-0.581005,9.578246,-3.274522,-0.22777,0.79992,-0.531868,-0.377362,0.793945,0.371826,-0.631836
0.193856,-0.579616,-0.541148,-0.577602,9.719354,-4.22428,-0.280979,0.791483,-0.447338,-0.046066,0.796387,0.369629,-0.640625
0.196001,-0.580772,-0.54287,-0.57409,9.365249,-4.476776,-0.199309,0.785197,-0.369205,0.31006,0.801025,0.367432,-0.649658
0.199166,-0.58273,-0.543225,-0.570671,9.41441,-4.484623,-0.061257,0.702905,-0.285761,0.672826,0.807861,0.365234,-0.658691
0.203401,-0.585377,-0.542173,-0.56746,9.511475,-4.26403,0.192131,0.619123,-0.168232,1.021955,0.812988,0.351807,-0.6604
0.208472,-0.588698,-0.539572,-0.564656,9.422728,-3.946042,0.816743,0.467807,-0.042721,1.357672,0.815918,0.336182,-0.652832
0.212687,-0.593144,-0.535128,-0.562656,8.633924,0.0991,-1.264573,0.027207,-0.091361,1.562823,0.829834,0.327393,-0.654785
0.217095,-0.597327,-0.528605,-0.562714,13.651243,-0.546618,2.077633,-0.394726,0.291974,1.717953,0.837891,0.300537,-0.651123
0.222667,-0.599906,-0.522906,-0.563118,16.301824,13.029718,1.998354,-0.128103,0.600666,1.563763,0.845215,0.289551,-0.63501
0.227162,-0.600846,-0.51442,-0.568114,15.556403,17.495994,6.145966,-0.979778,1.347788,1.403135,0.850098,0.276367,-0.620605
0.224973,-0.607791,-0.498592,-0.575659,12.281581,6.146516,3.770282,-3.151276,0.617615,2.025648,0.85376,0.240479,-0.60083
0.222802,-0.617143,-0.481141,-0.581375,15.028911,0.593626,-1.070669,-3.263043,0.192363,2.55028,0.868896,0.204834,-0.587891
0.221187,-0.626898,-0.464146,-0.585358,14.526938,-2.576574,-0.961458,-2.991332,-0.034422,2.671614,0.876709,0.182617,-0.584473
0.222017,-0.636889,-0.448687,-0.586311,14.686017,-3.665394,0.02041,-2.235116,-0.283949,2.923742,0.88501,0.142334,-0.578125
0.223455,-0.647174,-0.433688,-0.585789,14.1982,-2.794535,-1.145202,-1.983237,-0.471336,3.02597,0.890869,0.104004,-0.583008
0.226189,-0.656042,-0.420094,-0.584781,11.137159,-3.788991,-4.620241,-1.546121,-0.319554,2.896444,0.896729,0.072754,-0.579102
0.231547,-0.663178,-0.409828,-0.581913,8.505858,-3.634173,-6.082382,-0.577215,-0.290223,2.703564,0.900146,0.038818,-0.588623
0.237598,-0.669138,-0.401261,-0.578611,7.449632,-2.801749,-6.642506,-0.198128,-0.233196,2.483869,0.907715,0.020996,-0.599121
0.244048,-0.674116,-0.393858,-0.575226,8.093015,-3.671264,-7.182263,0.044069,-0.15354,2.298009,0.904297,-0.010498,-0.593018
0.252511,-0.677339,-0.388571,-0.571369,10.358115,-4.117736,-4.808297,0.681026,0.039965,2.130033,0.911865,-0.030762,-0.594238
0.262647,-0.678968,-0.38477,-0.567425,11.268202,-3.151064,-1.396414,1.165235,0.265286,1.99955,0.910156,-0.050781,-0.591064
0.272484,-0.680039,-0.381208,-0.563897,10.607618,-2.41593,-0.862703,1.148846,0.349475,1.868929,0.915527,-0.071045,-0.590088
0.281454,-0.680824,-0.378101,-0.560627,10.016678,-1.734439,-0.824506,1.078529,0.326169,1.672644,0.913818,-0.086914,-0.586914
0.289012,-0.681719,-0.375131,-0.557681,9.704062,-1.351326,-0.557047,0.870686,0.243292,1.486138,0.918945,-0.102539,-0.583984
0.294917,-0.683115,-0.371824,-0.55509,9.817975,-0.839994,-0.571467,0.552033,0.131395,1.364565,0.915039,-0.118408,-0.587646
0.298934,-0.685207,-0.367917,-0.552963,9.928155,-0.011012,-0.323801,0.15218,0.012177,1.261445,0.91333,-0.134033,-0.58667
0.301035,-0.688204,-0.363199,-0.551217,9.495179,-0.347566,-0.826973,-0.282143,-0.127979,1.204317,0.911377,-0.147705,-0.588135
0.302419,-0.691653,-0.358576,-0.549165,9.061492,-0.840591,-1.399566,-0.375657,-0.277886,1.163683,0.911865,-0.161133,-0.594238
0.302976,-0.695325,-0.353945,-0.547221,8.926945,-0.928433,-2.154235,-0.511773,-0.346055,1.083239,0.907959,-0.177002,-0.602539
0.304057,-0.698304,-0.35023,-0.545216,9.289943,-2.088933,-3.351822,-0.292615,-0.29749,0.967893,0.912598,-0.181396,-0.604492
0.306429,-0.700163,-0.347966,-0.542948,9.509589,-2.355858,-3.360237,0.13251,-0.209356,0.843376,0.913086,-0.195068,-0.60376
0.309947,-0.701024,-0.347019,-0.54044,9.558592,-2.310289,-3.374492,0.513998,-0.136109,0.728961,0.911133,-0.20166,-0.605713
0.314588,-0.700935,-0.347401,-0.537621,9.499652,-2.172785,-3.145751,0.8953,-0.080929,0.617104,0.90918,-0.213135,-0.605225
0.31968,-0.700272,-0.348629,-0.534679,9.372728,-1.354699,-2.614853,1.094475,-0.058832,0.514636,0.916016,-0.210693,-0.603027
0.324927,-0.699416,-0.350284,-0.531546,9.469887,-0.527201,-1.984061,1.187437,-0.080966,0.470506,0.91626,-0.217285,-0.60498
0.329817,-0.698774,-0.351743,-0.528406,9.757217,-0.146351,-1.685289,1.10324,-0.117237,0.475254,0.913818,-0.212891,-0.603027
0.334395,-0.698407,-0.35279,-0.525307,9.995191,0.261388,-1.484484,0.994964,-0.135198,0.516408,0.907471,-0.22876,-0.608887
0.337781,-0.698788,-0.352876,-0.522569,9.711271,0.27025,-1.409307,0.652187,-0.183426,0.55419,0.907471,-0.22876,-0.602051
0.340486,-0.69961,-0.352387,-0.520038,9.640874,-1.128257,-2.041705,0.452231,-0.209494,0.580529,0.907715,-0.23999,-0.608154
0.343407,-0.700246,-0.35211,-0.517441,9.538008,-1.905039,-2.441107,0.521964,-0.198979,0.564658,0.9104,-0.246826,-0.610107
0.346871,-0.700454,-0.352431,-0.514624,9.362279,-1.987327,-2.476487,0.704786,-0.187926,0.522194,0.908203,-0.249023,-0.614502
0.350812,-0.700243,-0.35335,-0.5116,9.32842,-2.198704,-2.7961,0.876847,-0.181997,0.472205,0.915039,-0.251221,-0.612305
0.355477,-0.699509,-0.354952,-0.508264,9.534097,-1.962766,-2.746466,1.106786,-0.168651,0.435631,0.908691,-0.262695,-0.611572
0.360239,-0.698605,-0.356581,-0.505003,9.651114,-1.030062,-2.323294,1.129926,-0.136219,0.42428,0.901611,-0.260498,-0.614014
0.364542,-0.697936,-0.357668,-0.502064,9.624469,-0.399486,-2.167057,0.971217,-0.108423,0.447112,0.906494,-0.264893,-0.611572
0.368048,-0.697729,-0.357849,-0.499659,9.61629,-0.460157,-2.148201,0.697149,-0.071469,0.487793,0.911133,-0.26709,-0.611328
0.371106,-0.697725,-0.357396,-0.497724,9.547267,-1.110003,-2.346489,0.522371,-0.011175,0.51139,0.906738,-0.276123,-0.615479
